product_id,name,price,original_price,discount,rating,review_count,inventory_status,url,product_type
277822784,"Vỉ 10 Viên Pin Cúc Áo LR41 (AG3), LR44 (AG13), LR1130 (AG10) Chính Hãng TMI Giá Rẻ Date 4 Năm Thiết Bị Điện Tử, Dụng Cụ, Gia Dụng",16000.0,16000.0,0.0,0.0,0,,https://tiki.vnvi-10-vien-pin-cuc-ao-lr41-ag3-lr44-ag13-lr1130-ag10-chinh-hang-tmi-gia-re-date-4-nam-thiet-bi-dien-tu-dung-cu-gia-dung-p277822784.html?spid=277822872,vỉ
275024600,Dây da cho Huawei Watch 5/ 4/ 4 Pro/ 3/ 3 Pro/ GT6/ GT5/ GT4/ GT3/ GT3 Pro/ GT2/ Buds/ GT/ GT Runner/ GT2e (DDB),250000.0,250000.0,0.0,0.0,0,,https://tiki.vnday-da-huawei-watch-4-4-pro-3-3-pro-gt4-gt3-gt3-pro-gt2-buds-gt-gt-runner-gt2e-ddb-p275024600.html?spid=276061749,dây da huawei watch
274866257,Dây đeo Samsung Watch 7/ FE/ 6/ 6 Classic/ 5/ 5 Pro/ 4/ 4 Classic/ 3 41/ 45mm/ Active 2/ Active/ Gear S3 (D165),149000.0,149000.0,0.0,0.0,0,,https://tiki.vnday-deo-samsung-watch-6-6-classic-5-5-pro-4-4-classic-3-41-45mm-active-2-active-gear-s3-d165-p274866257.html?spid=275823408,dây đeo samsung watch
274865545,Dây đồng hồ cho Garmin Forerunner 570/ 165/ 265/ 265S/ 255/ 255S/ 245/ 645/ Vivoactive 6/ 5/ 4/ 3/ 2S/ 3S/ 4S/ Venu 3/ 2/ 2S (D165),149000.0,149000.0,0.0,0.0,0,,https://tiki.vnday-dong-ho-garmin-forerunner-165-265-265s-255-255s-245-645-vivoactive-5-4-3-2s-3s-4s-venu-2-2s-d165-p274865545.html?spid=275822881,dây đồng hồ garmin forerunner
272042407,Dầu tra bảo dưỡng đồng hồ,28900.0,28900.0,0.0,0.0,0,,https://tiki.vndau-tra-bao-duong-dong-ho-p272042407.html?spid=272042409,dầu tra bảo dưỡng đồng hồ
271343637,Dây đeo cho Oppo Band (DOPB),49000.0,49000.0,0.0,5.0,2,,https://tiki.vnday-deo-cho-oppo-band-dopb-p271343637.html?spid=271343641,dây đeo oppo
252608995,Dây đeo cho Amazfit GTS 2/ 2e/ 3/ 4/ 2 mini/ 4 mini/ Active/ Active 2/ Bip 3/ 3 Pro (DSG),140000.0,140000.0,0.0,3.3,3,,https://tiki.vnday-deo-cho-amazfit-gts-2-2e-3-4-2-mini-4-mini-bip-3-3-pro-dsg-p252608995.html?spid=252608999,dây đeo amazfit gts
244170573,Dây Đồng Hồ Da Cá Sấu Đen Size 14/16/18/20/22/24/26mm - Dây Đeo Da Cá Sấu Thật 100% - Bảo Hành 12 Tháng,840000.0,840000.0,0.0,4.7,3,,https://tiki.vnday-dong-ho-da-ca-sau-den-size-14-16-18-20-22-24-26mm-day-deo-da-ca-sau-that-100-bao-hanh-12-thang-p244170573.html?spid=244170593,dây đồng hồ da cá sấu
243091786,Dây đeo cho Xiaomi Watch 2 Pro/ S1/ S1 Active/ S3/ S4/ Mi Watch (DN),109000.0,109000.0,0.0,4.2,5,,https://tiki.vnday-deo-cho-xiaomi-watch-s1-s1-active-mi-watch-dn-p243091786.html?spid=243091794,dây đeo xiaomi watch
229697033,Miband 7 Pro - Dây Đeo Silicon Cho Xiaomi Miband 7 Pro,39000.0,39000.0,0.0,5.0,2,,https://tiki.vnmiband-7-pro-day-deo-silicon-cho-xiaomi-miband-7-pro-p229697033.html?spid=229697056,miband pro dây đeo
